feature,coef_abs,std,coef_importance
vix_m,0.0026000224271729056,0.4573138391978173,0.0011890262381708688
vix_ma3,0.0004097007222607416,0.07206161310804668,2.9523694937640848e-05
vix_ma10,0.0002883660868547754,0.050720255677717214,1.4626001654057017e-05
